Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
Location 77,-113.516,35.515,4596,10/1/20,0,53.7,72.6,91.4
Location 77,-113.516,35.515,4596,10/2/20,0,54.7,74.3,94
Location 77,-113.516,35.515,4596,10/3/20,0,53.8,73.4,93
Location 77,-113.516,35.515,4596,10/4/20,0,54.1,73.3,92.6
Location 77,-113.516,35.515,4596,10/5/20,0,49.6,70.6,91.6
Location 77,-113.516,35.515,4596,10/6/20,0,53.7,71.8,89.9
Location 77,-113.516,35.515,4596,10/7/20,0,53.8,71.8,89.8
Location 77,-113.516,35.515,4596,10/8/20,0,53.5,71,88.5
Location 77,-113.516,35.515,4596,10/9/20,0,52.4,69.9,87.3
Location 77,-113.516,35.515,4596,10/10/20,0,52.9,68.9,85
Location 77,-113.516,35.515,4596,10/11/20,0,49.8,65.4,80.9
Location 77,-113.516,35.515,4596,10/12/20,0,49.2,64.8,80.5
Location 77,-113.516,35.515,4596,10/13/20,0,48.7,67.1,85.4
Location 77,-113.516,35.515,4596,10/14/20,0,51,69.6,88.2
Location 77,-113.516,35.515,4596,10/15/20,0,51,70,89
Location 77,-113.516,35.515,4596,10/16/20,0,49.5,68,86.5
Location 77,-113.516,35.515,4596,10/17/20,0,47.4,66,84.6
Location 77,-113.516,35.515,4596,10/18/20,0,48.8,67.4,86.1
Location 77,-113.516,35.515,4596,10/19/20,0,49.4,67.4,85.5
Location 77,-113.516,35.515,4596,10/20/20,0,49.4,67.3,85.1
Location 77,-113.516,35.515,4596,10/21/20,0,49.3,67.3,85.3
Location 77,-113.516,35.515,4596,10/22/20,0,47.3,65.1,82.9
Location 77,-113.516,35.515,4596,10/23/20,0,47.5,64.4,81.3
Location 77,-113.516,35.515,4596,10/24/20,0,47.4,62.4,77.5
Location 77,-113.516,35.515,4596,10/25/20,0,49,61.9,74.8
Location 77,-113.516,35.515,4596,10/26/20,0,27.7,49.3,70.9
Location 77,-113.516,35.515,4596,10/27/20,0,23.8,34.4,44.9
Location 77,-113.516,35.515,4596,10/28/20,0,26.5,41.5,56.4
Location 77,-113.516,35.515,4596,10/29/20,0,31.2,49.7,68.1
Location 77,-113.516,35.515,4596,10/30/20,0,38.2,56.2,74.2
Location 77,-113.516,35.515,4596,10/31/20,0,40.2,57.4,74.7
Location 77,-113.516,35.515,4596,11/1/20,0,42.3,60.1,77.9
Location 77,-113.516,35.515,4596,11/2/20,0,48.7,65.4,82.1
Location 77,-113.516,35.515,4596,11/3/20,0,52.8,66.7,80.5
Location 77,-113.516,35.515,4596,11/4/20,0,46.7,63.2,79.6
Location 77,-113.516,35.515,4596,11/5/20,0,46,63.1,80.3
Location 77,-113.516,35.515,4596,11/6/20,0,48.3,65.3,82.4
Location 77,-113.516,35.515,4596,11/7/20,0,53.7,66.3,78.9
Location 77,-113.516,35.515,4596,11/8/20,0.02,30.2,44.6,58.9
Location 77,-113.516,35.515,4596,11/9/20,0.17,26.1,36.1,46
Location 77,-113.516,35.515,4596,11/10/20,0,21.9,33.2,44.6
Location 77,-113.516,35.515,4596,11/11/20,0,20.4,34.6,48.9
Location 77,-113.516,35.515,4596,11/12/20,0,27.4,42.7,57.9
Location 77,-113.516,35.515,4596,11/13/20,0,31.5,46.2,60.8
Location 77,-113.516,35.515,4596,11/14/20,0,30.9,46.8,62.7
Location 77,-113.516,35.515,4596,11/15/20,0,33.1,47.2,61.2
Location 77,-113.516,35.515,4596,11/16/20,0,34.4,51.9,69.3
Location 77,-113.516,35.515,4596,11/17/20,0,38.5,56.1,73.8
Location 77,-113.516,35.515,4596,11/18/20,0,45.2,60.5,75.8
Location 77,-113.516,35.515,4596,11/19/20,0,47.5,60.6,73.6
Location 77,-113.516,35.515,4596,11/20/20,0,40.3,54.9,69.5
Location 77,-113.516,35.515,4596,11/21/20,0,39.4,53.6,67.7
Location 77,-113.516,35.515,4596,11/22/20,0,40.9,54.9,68.9
Location 77,-113.516,35.515,4596,11/23/20,0,41.2,54.9,68.5
Location 77,-113.516,35.515,4596,11/24/20,0,34.1,48.8,63.6
Location 77,-113.516,35.515,4596,11/25/20,0,27.6,41,54.5
Location 77,-113.516,35.515,4596,11/26/20,0,27.2,43,58.8
Location 77,-113.516,35.515,4596,11/27/20,0,25.5,38.9,52.3
Location 77,-113.516,35.515,4596,11/28/20,0,24.3,37.7,51.2
Location 77,-113.516,35.515,4596,11/29/20,0,24.4,40.8,57.1
Location 77,-113.516,35.515,4596,11/30/20,0,26.9,44,61
Location 77,-113.516,35.515,4596,12/1/20,0,26.7,44.5,62.3
Location 77,-113.516,35.515,4596,12/2/20,0,25.2,42.1,59
Location 77,-113.516,35.515,4596,12/3/20,0,23.4,37.2,50.9
Location 77,-113.516,35.515,4596,12/4/20,0,20.4,36.2,52.1
Location 77,-113.516,35.515,4596,12/5/20,0,23.5,40.7,58
Location 77,-113.516,35.515,4596,12/6/20,0,27.2,44.7,62.2
Location 77,-113.516,35.515,4596,12/7/20,0,28.5,46.2,63.9
Location 77,-113.516,35.515,4596,12/8/20,0,31.1,47.8,64.4
Location 77,-113.516,35.515,4596,12/9/20,0,32.9,48.8,64.7
Location 77,-113.516,35.515,4596,12/10/20,0,34.6,50.3,66
Location 77,-113.516,35.515,4596,12/11/20,0,32.4,43.8,55.3
Location 77,-113.516,35.515,4596,12/12/20,0,28.4,39.6,50.7
Location 77,-113.516,35.515,4596,12/13/20,0,18.9,34.8,50.6
Location 77,-113.516,35.515,4596,12/14/20,0,17.6,32.6,47.7
Location 77,-113.516,35.515,4596,12/15/20,0,21.6,34.9,48.1
Location 77,-113.516,35.515,4596,12/16/20,0,19.8,33.6,47.5
Location 77,-113.516,35.515,4596,12/17/20,0,22.2,38.4,54.7
Location 77,-113.516,35.515,4596,12/18/20,0,27.1,40.4,53.7
Location 77,-113.516,35.515,4596,12/19/20,0,22.7,37.2,51.7
Location 77,-113.516,35.515,4596,12/20/20,0,22.5,39.3,56
Location 77,-113.516,35.515,4596,12/21/20,0,28.8,45.5,62.1
Location 77,-113.516,35.515,4596,12/22/20,0,33.2,49.7,66.1
Location 77,-113.516,35.515,4596,12/23/20,0,27,44.4,61.7
Location 77,-113.516,35.515,4596,12/24/20,0,20.4,33.2,46
Location 77,-113.516,35.515,4596,12/25/20,0,20.3,34,47.6
Location 77,-113.516,35.515,4596,12/26/20,0,26.2,42.1,58.1
Location 77,-113.516,35.515,4596,12/27/20,0,29.9,45.2,60.4
Location 77,-113.516,35.515,4596,12/28/20,0,29.9,40.6,51.3
Location 77,-113.516,35.515,4596,12/29/20,0.02,25.5,36.5,47.5
Location 77,-113.516,35.515,4596,12/30/20,0,20.3,32.6,44.9
Location 77,-113.516,35.515,4596,12/31/20,0,18.7,34.2,49.6
,,,,,,,,
Location 78,-110.690,33.829,4321,1/1/20,0,24.7,34.2,43.6
Location 78,-110.690,33.829,4321,1/2/20,0,28.3,39.3,50.3
Location 78,-110.690,33.829,4321,1/3/20,0,29.5,39.3,49
Location 78,-110.690,33.829,4321,1/4/20,0,28.8,40.9,52.9
Location 78,-110.690,33.829,4321,1/5/20,0,35.1,47.8,60.5
Location 78,-110.690,33.829,4321,1/6/20,0,35,49,63
Location 78,-110.690,33.829,4321,1/7/20,0,32.3,45.5,58.7
Location 78,-110.690,33.829,4321,1/8/20,0,33,46.6,60.2
Location 78,-110.690,33.829,4321,1/9/20,0,30.7,43.8,56.9
Location 78,-110.690,33.829,4321,1/10/20,0.05,30.1,40.7,51.2
Location 78,-110.690,33.829,4321,1/11/20,0,25.2,36.7,48.2
Location 78,-110.690,33.829,4321,1/12/20,0,26.2,38.3,50.4
Location 78,-110.690,33.829,4321,1/13/20,0,27.3,40.2,53.2
Location 78,-110.690,33.829,4321,1/14/20,0,30.4,43.9,57.3
Location 78,-110.690,33.829,4321,1/15/20,0,34.9,47.5,60.1
Location 78,-110.690,33.829,4321,1/16/20,0,37.1,49.6,62.2
Location 78,-110.690,33.829,4321,1/17/20,0.16,36.3,44.8,53.3
Location 78,-110.690,33.829,4321,1/18/20,0,32.6,43.4,54.3
Location 78,-110.690,33.829,4321,1/19/20,0,31.5,46.1,60.7
Location 78,-110.690,33.829,4321,1/20/20,0,34.6,48.2,61.9
Location 78,-110.690,33.829,4321,1/21/20,0.03,40.9,50,59.1
Location 78,-110.690,33.829,4321,1/22/20,0.24,39.5,42.8,46.2
Location 78,-110.690,33.829,4321,1/23/20,0,35.4,44.5,53.7
Location 78,-110.690,33.829,4321,1/24/20,0,35.2,47.8,60.3
Location 78,-110.690,33.829,4321,1/25/20,0,36.5,48.7,60.9
Location 78,-110.690,33.829,4321,1/26/20,0,38.3,50.3,62.3
Location 78,-110.690,33.829,4321,1/27/20,0,39.1,50.9,62.8
Location 78,-110.690,33.829,4321,1/28/20,0,35.8,46.8,57.8
Location 78,-110.690,33.829,4321,1/29/20,0,33,46.3,59.6
Location 78,-110.690,33.829,4321,1/30/20,0,31.7,43.2,54.8
Location 78,-110.690,33.829,4321,1/31/20,0,30.8,43.9,57
Location 78,-110.690,33.829,4321,2/1/20,0,32.4,46.3,60.2
Location 78,-110.690,33.829,4321,2/2/20,0,37.2,51.4,65.7
Location 78,-110.690,33.829,4321,2/3/20,0,41,53.5,66
Location 78,-110.690,33.829,4321,2/4/20,0,20,36.5,52.9
Location 78,-110.690,33.829,4321,2/5/20,0,18.5,30.4,42.2
Location 78,-110.690,33.829,4321,2/6/20,0,17.9,30.1,42.2
Location 78,-110.690,33.829,4321,2/7/20,0,26.5,38.8,51.2
Location 78,-110.690,33.829,4321,2/8/20,0,37,48.6,60.1
Location 78,-110.690,33.829,4321,2/9/20,0,35.9,50.3,64.6
Location 78,-110.690,33.829,4321,2/10/20,0,36.3,48.8,61.3
Location 78,-110.690,33.829,4321,2/11/20,0.55,32.9,46.4,60
Location 78,-110.690,33.829,4321,2/12/20,0.08,27.3,35.6,43.9
Location 78,-110.690,33.829,4321,2/13/20,0,26.8,39.6,52.4
Location 78,-110.690,33.829,4321,2/14/20,0,30.7,44.2,57.7
Location 78,-110.690,33.829,4321,2/15/20,0,36.1,48.2,60.4
Location 78,-110.690,33.829,4321,2/16/20,0,34.8,48,61.1
Location 78,-110.690,33.829,4321,2/17/20,0,36.1,50.4,64.7
Location 78,-110.690,33.829,4321,2/18/20,0,38.8,51.5,64.3
Location 78,-110.690,33.829,4321,2/19/20,0,39.6,53.1,66.6
Location 78,-110.690,33.829,4321,2/20/20,0,39.4,52.8,66.3
Location 78,-110.690,33.829,4321,2/21/20,0,37.6,53,68.5
Location 78,-110.690,33.829,4321,2/22/20,0,40.4,49.6,58.8
Location 78,-110.690,33.829,4321,2/23/20,1.63,36,44.2,52.4
Location 78,-110.690,33.829,4321,2/24/20,0.1,33.9,40.2,46.5
Location 78,-110.690,33.829,4321,2/25/20,0,34.8,47.2,59.6
Location 78,-110.690,33.829,4321,2/26/20,0,28.4,38.6,48.8
Location 78,-110.690,33.829,4321,2/27/20,0,26.8,40.6,54.5
Location 78,-110.690,33.829,4321,2/28/20,0,34,49.2,64.4
Location 78,-110.690,33.829,4321,2/29/20,0,41.2,53,64.8
Location 78,-110.690,33.829,4321,3/1/20,0,38.3,51.9,65.6
Location 78,-110.690,33.829,4321,3/2/20,0,36.2,48.6,61.1
Location 78,-110.690,33.829,4321,3/3/20,0.01,34.6,46.9,59.2
Location 78,-110.690,33.829,4321,3/4/20,0,35.4,48.7,62
Location 78,-110.690,33.829,4321,3/5/20,0,37.9,52.3,66.6
Location 78,-110.690,33.829,4321,3/6/20,0,41.6,56.3,71.1
Location 78,-110.690,33.829,4321,3/7/20,0,43.7,56,68.4
Location 78,-110.690,33.829,4321,3/8/20,0,43.1,56.4,69.6
Location 78,-110.690,33.829,4321,3/9/20,0,39.9,50.4,60.9
Location 78,-110.690,33.829,4321,3/10/20,0,38.1,51.5,64.8
Location 78,-110.690,33.829,4321,3/11/20,0.55,42.3,50.8,59.2
Location 78,-110.690,33.829,4321,3/12/20,0.46,48.1,53.8,59.4
Location 78,-110.690,33.829,4321,3/13/20,0.47,42,50.4,58.8
Location 78,-110.690,33.829,4321,3/14/20,0.13,37.2,44.9,52.5
Location 78,-110.690,33.829,4321,3/15/20,0,36.7,48.1,59.5
Location 78,-110.690,33.829,4321,3/16/20,0,39,51.9,64.8
Location 78,-110.690,33.829,4321,3/17/20,0,39.3,53.1,67
Location 78,-110.690,33.829,4321,3/18/20,0,39.7,51.6,63.4
Location 78,-110.690,33.829,4321,3/19/20,0.82,32.5,42.7,53
Location 78,-110.690,33.829,4321,3/20/20,0.14,31.4,39.5,47.5
Location 78,-110.690,33.829,4321,3/21/20,0,31.1,44.4,57.6
Location 78,-110.690,33.829,4321,3/22/20,0,37.3,50.1,62.8
Location 78,-110.690,33.829,4321,3/23/20,0,36.7,49.3,61.9
Location 78,-110.690,33.829,4321,3/24/20,0,38.2,49.6,61
Location 78,-110.690,33.829,4321,3/25/20,0,36.1,50.5,64.8
Location 78,-110.690,33.829,4321,3/26/20,0,39.1,52.5,65.9
Location 78,-110.690,33.829,4321,3/27/20,0,36.1,47.1,58.2
Location 78,-110.690,33.829,4321,3/28/20,0.02,27.2,37.3,47.3
Location 78,-110.690,33.829,4321,3/29/20,0,26.9,42.6,58.4
Location 78,-110.690,33.829,4321,3/30/20,0,36.3,50.1,64
Location 78,-110.690,33.829,4321,3/31/20,0,35.9,51.1,66.3
Location 78,-110.690,33.829,4321,4/1/20,0,43,57.8,72.6
Location 78,-110.690,33.829,4321,4/2/20,0,47.1,59.6,72.2
Location 78,-110.690,33.829,4321,4/3/20,0,43.4,56.9,70.3
Location 78,-110.690,33.829,4321,4/4/20,0,42.6,56.8,71
Location 78,-110.690,33.829,4321,4/5/20,0,42.5,56.6,70.7
Location 78,-110.690,33.829,4321,4/6/20,0,42.5,56.9,71.3
Location 78,-110.690,33.829,4321,4/7/20,0,42,56.4,70.9
Location 78,-110.690,33.829,4321,4/8/20,0,42,56.8,71.7
Location 78,-110.690,33.829,4321,4/9/20,0,42.5,58.2,74
Location 78,-110.690,33.829,4321,4/10/20,0,37.5,51.4,65.3
Location 78,-110.690,33.829,4321,4/11/20,0,37.8,53.5,69.2
Location 78,-110.690,33.829,4321,4/12/20,0,40.4,50.8,61.3
Location 78,-110.690,33.829,4321,4/13/20,0,40.1,50.8,61.5
Location 78,-110.690,33.829,4321,4/14/20,0.17,37.4,47.6,57.7
Location 78,-110.690,33.829,4321,4/15/20,0,36,50,63.9
Location 78,-110.690,33.829,4321,4/16/20,0,38.9,54.3,69.8
Location 78,-110.690,33.829,4321,4/17/20,0,41.5,57.2,73
Location 78,-110.690,33.829,4321,4/18/20,0,43.5,58.6,73.8
Location 78,-110.690,33.829,4321,4/19/20,0,41.1,54.4,67.7
Location 78,-110.690,33.829,4321,4/20/20,0,41.2,56.1,71
Location 78,-110.690,33.829,4321,4/21/20,0,46.5,60.4,74.3
Location 78,-110.690,33.829,4321,4/22/20,0,44.1,58.1,72.1
Location 78,-110.690,33.829,4321,4/23/20,0,46,61.4,76.8
Location 78,-110.690,33.829,4321,4/24/20,0,52.3,67.1,81.8
Location 78,-110.690,33.829,4321,4/25/20,0,54.3,69.5,84.6
Location 78,-110.690,33.829,4321,4/26/20,0,54.9,70.1,85.4
Location 78,-110.690,33.829,4321,4/27/20,0,59.1,74,89
Location 78,-110.690,33.829,4321,4/28/20,0,58.9,72.8,86.7
Location 78,-110.690,33.829,4321,4/29/20,0,58.6,73.7,88.7
Location 78,-110.690,33.829,4321,4/30/20,0,61.6,77.1,92.6
Location 78,-110.690,33.829,4321,5/1/20,0,59.2,74,88.9
Location 78,-110.690,33.829,4321,5/2/20,0,56.7,72.3,87.9
Location 78,-110.690,33.829,4321,5/3/20,0,54.2,70.3,86.3
Location 78,-110.690,33.829,4321,5/4/20,0,54.4,68.7,83
Location 78,-110.690,33.829,4321,5/5/20,0,52.7,70.2,87.8
Location 78,-110.690,33.829,4321,5/6/20,0,56.2,73.3,90.4
Location 78,-110.690,33.829,4321,5/7/20,0,59.3,75.8,92.2
Location 78,-110.690,33.829,4321,5/8/20,0,59.6,75.6,91.6
Location 78,-110.690,33.829,4321,5/9/20,0,58.1,73.3,88.4
Location 78,-110.690,33.829,4321,5/10/20,0,58.5,73.2,87.9
Location 78,-110.690,33.829,4321,5/11/20,0.11,54.3,70.3,86.4
Location 78,-110.690,33.829,4321,5/12/20,0,52.4,68.8,85.2
Location 78,-110.690,33.829,4321,5/13/20,0,51.4,66.2,81.1
Location 78,-110.690,33.829,4321,5/14/20,0,50.1,63.8,77.6
Location 78,-110.690,33.829,4321,5/15/20,0,49.7,64.1,78.4
Location 78,-110.690,33.829,4321,5/16/20,0,50.2,65.7,81.1
Location 78,-110.690,33.829,4321,5/17/20,0,55.3,70.8,86.4
Location 78,-110.690,33.829,4321,5/18/20,0,56.3,71.8,87.2
Location 78,-110.690,33.829,4321,5/19/20,0,55.1,70.7,86.4
Location 78,-110.690,33.829,4321,5/20/20,0,46,63.8,81.7
Location 78,-110.690,33.829,4321,5/21/20,0,42.9,58.8,74.6
Location 78,-110.690,33.829,4321,5/22/20,0,47.2,63.7,80.1
Location 78,-110.690,33.829,4321,5/23/20,0,50.4,65.6,80.8
Location 78,-110.690,33.829,4321,5/24/20,0,50,64.7,79.4
Location 78,-110.690,33.829,4321,5/25/20,0,51.5,65.8,80.2
Location 78,-110.690,33.829,4321,5/26/20,0,52.4,67.5,82.6
Location 78,-110.690,33.829,4321,5/27/20,0,56.5,73.1,89.6
Location 78,-110.690,33.829,4321,5/28/20,0,63.2,79,94.8
Location 78,-110.690,33.829,4321,5/29/20,0,66.3,81.4,96.5
Location 78,-110.690,33.829,4321,5/30/20,0.02,64.9,81.3,97.8
Location 78,-110.690,33.829,4321,5/31/20,0,66.9,81.5,96.1
Location 78,-110.690,33.829,4321,6/1/20,0,64.4,79.9,95.3
Location 78,-110.690,33.829,4321,6/2/20,0,63.1,78.4,93.7
Location 78,-110.690,33.829,4321,6/3/20,0,65,80.4,95.9
Location 78,-110.690,33.829,4321,6/4/20,0,66.1,81.8,97.4
Location 78,-110.690,33.829,4321,6/5/20,0,66.9,82.7,98.6
Location 78,-110.690,33.829,4321,6/6/20,0,62.7,77.9,93.1
Location 78,-110.690,33.829,4321,6/7/20,0,55.9,68.9,81.9
Location 78,-110.690,33.829,4321,6/8/20,0,55.5,67.6,79.7
Location 78,-110.690,33.829,4321,6/9/20,0,46.2,61.1,76
Location 78,-110.690,33.829,4321,6/10/20,0,47.6,64.6,81.7
Location 78,-110.690,33.829,4321,6/11/20,0,56.3,74.3,92.3
Location 78,-110.690,33.829,4321,6/12/20,0,62.5,80.1,97.7
Location 78,-110.690,33.829,4321,6/13/20,0,63.4,79.8,96.2
Location 78,-110.690,33.829,4321,6/14/20,0,59.9,76.7,93.5
Location 78,-110.690,33.829,4321,6/15/20,0,58.1,74.3,90.6
Location 78,-110.690,33.829,4321,6/16/20,0,61.2,76.7,92.2
Location 78,-110.690,33.829,4321,6/17/20,0,58.9,74.8,90.7
Location 78,-110.690,33.829,4321,6/18/20,0,58.1,73.3,88.5
Location 78,-110.690,33.829,4321,6/19/20,0,57.3,73.4,89.4
Location 78,-110.690,33.829,4321,6/20/20,0,57.2,73.7,90.2
Location 78,-110.690,33.829,4321,6/21/20,0,60.6,77.1,93.6
Location 78,-110.690,33.829,4321,6/22/20,0,62.8,79.2,95.6
Location 78,-110.690,33.829,4321,6/23/20,0,65.2,81.1,97.1
Location 78,-110.690,33.829,4321,6/24/20,0,65.3,81.5,97.7
Location 78,-110.690,33.829,4321,6/25/20,0,65.5,82.1,98.8
Location 78,-110.690,33.829,4321,6/26/20,0,66.9,82.1,97.3
Location 78,-110.690,33.829,4321,6/27/20,0,66.8,81.9,97
Location 78,-110.690,33.829,4321,6/28/20,0,63.5,78.8,94.1
Location 78,-110.690,33.829,4321,6/29/20,0,62.7,75.3,87.9
Location 78,-110.690,33.829,4321,6/30/20,0,57.2,71,84.8
Location 78,-110.690,33.829,4321,7/1/20,0,55.7,70.5,85.3
Location 78,-110.690,33.829,4321,7/2/20,0,59.3,74,88.8
Location 78,-110.690,33.829,4321,7/3/20,0,63.5,77.2,91
Location 78,-110.690,33.829,4321,7/4/20,0,65.8,78.8,91.7
Location 78,-110.690,33.829,4321,7/5/20,0,68.5,82.7,97
Location 78,-110.690,33.829,4321,7/6/20,0,70.8,84.8,98.8
Location 78,-110.690,33.829,4321,7/7/20,0,70.7,85.1,99.5
Location 78,-110.690,33.829,4321,7/8/20,0,69.4,83.8,98.2
Location 78,-110.690,33.829,4321,7/9/20,0,70.5,83.8,97.2
Location 78,-110.690,33.829,4321,7/10/20,0,70.9,84.3,97.7
Location 78,-110.690,33.829,4321,7/11/20,0,73.9,87.8,101.8
Location 78,-110.690,33.829,4321,7/12/20,0.03,73.3,88.5,103.8
Location 78,-110.690,33.829,4321,7/13/20,0,73.4,88.7,104
Location 78,-110.690,33.829,4321,7/14/20,0,71.8,85,98.3
Location 78,-110.690,33.829,4321,7/15/20,0,69.9,83.5,97
Location 78,-110.690,33.829,4321,7/16/20,0,69.3,83.2,97.1
Location 78,-110.690,33.829,4321,7/17/20,0,67.4,80.7,94
Location 78,-110.690,33.829,4321,7/18/20,0.1,66.1,78.8,91.5
Location 78,-110.690,33.829,4321,7/19/20,0,69.2,83.6,98
Location 78,-110.690,33.829,4321,7/20/20,0,69.4,83.9,98.4
Location 78,-110.690,33.829,4321,7/21/20,0,74.2,84.8,95.5
Location 78,-110.690,33.829,4321,7/22/20,0,69,80.8,92.6
Location 78,-110.690,33.829,4321,7/23/20,0,65,77.9,90.7
Location 78,-110.690,33.829,4321,7/24/20,0.01,63.1,72.8,82.6
Location 78,-110.690,33.829,4321,7/25/20,0.34,62.2,72.7,83.2
Location 78,-110.690,33.829,4321,7/26/20,0.12,62.9,74.4,85.9
Location 78,-110.690,33.829,4321,7/27/20,0,64.8,78.8,92.7
Location 78,-110.690,33.829,4321,7/28/20,0.36,66,80,94
Location 78,-110.690,33.829,4321,7/29/20,0,68.5,82.8,97.1
Location 78,-110.690,33.829,4321,7/30/20,0,70.9,86.2,101.5
Location 78,-110.690,33.829,4321,7/31/20,0,76.7,90.5,104.3
Location 78,-110.690,33.829,4321,8/1/20,0,73.9,89.9,105.9
Location 78,-110.690,33.829,4321,8/2/20,0.03,69.3,83.6,98
Location 78,-110.690,33.829,4321,8/3/20,0,69.8,83,96.2
Location 78,-110.690,33.829,4321,8/4/20,0,70.3,84.3,98.4
Location 78,-110.690,33.829,4321,8/5/20,0,69,82.6,96.2
Location 78,-110.690,33.829,4321,8/6/20,0,67.5,81.8,96.1
Location 78,-110.690,33.829,4321,8/7/20,0,66.7,81,95.4
Location 78,-110.690,33.829,4321,8/8/20,0,67.5,81.3,95.1
Location 78,-110.690,33.829,4321,8/9/20,0.01,68.4,82.9,97.4
Location 78,-110.690,33.829,4321,8/10/20,0,69.4,83.9,98.3
Location 78,-110.690,33.829,4321,8/11/20,0,69.4,83.8,98.1
Location 78,-110.690,33.829,4321,8/12/20,0,69.8,84.3,98.9
Location 78,-110.690,33.829,4321,8/13/20,0,70,84.3,98.6
Location 78,-110.690,33.829,4321,8/14/20,0,71.6,86.7,101.9
Location 78,-110.690,33.829,4321,8/15/20,0,75.2,89.7,104.2
Location 78,-110.690,33.829,4321,8/16/20,0,73,88.7,104.3
Location 78,-110.690,33.829,4321,8/17/20,0.04,71.7,87,102.4
Location 78,-110.690,33.829,4321,8/18/20,0.06,70.5,85.7,101
Location 78,-110.690,33.829,4321,8/19/20,0.04,71.6,85.7,99.9
Location 78,-110.690,33.829,4321,8/20/20,0.03,72,87,102.1
Location 78,-110.690,33.829,4321,8/21/20,0,71.1,86.2,101.2
Location 78,-110.690,33.829,4321,8/22/20,0,70.7,83,95.3
Location 78,-110.690,33.829,4321,8/23/20,0.14,68.5,83.2,97.8
Location 78,-110.690,33.829,4321,8/24/20,0.03,72.9,86.4,99.9
Location 78,-110.690,33.829,4321,8/25/20,0,72.9,87.1,101.3
Location 78,-110.690,33.829,4321,8/26/20,0,71.5,84.9,98.2
Location 78,-110.690,33.829,4321,8/27/20,0,71.8,85.9,99.9
Location 78,-110.690,33.829,4321,8/28/20,0.07,69.3,84.1,98.9
Location 78,-110.690,33.829,4321,8/29/20,0,70,84.3,98.7
Location 78,-110.690,33.829,4321,8/30/20,0.04,63.4,78.1,92.9
Location 78,-110.690,33.829,4321,8/31/20,0.07,62.3,75.6,89
Location 78,-110.690,33.829,4321,9/1/20,0,64,76,88
Location 78,-110.690,33.829,4321,9/2/20,0,63.4,75.1,86.8
Location 78,-110.690,33.829,4321,9/3/20,0,63.4,77.3,91.2
Location 78,-110.690,33.829,4321,9/4/20,0,66.9,82.1,97.4
Location 78,-110.690,33.829,4321,9/5/20,0,69.9,85.6,101.3
Location 78,-110.690,33.829,4321,9/6/20,0,70.8,86,101.2
Location 78,-110.690,33.829,4321,9/7/20,0,70.2,85.4,100.7
Location 78,-110.690,33.829,4321,9/8/20,0,68.9,84.4,99.8
Location 78,-110.690,33.829,4321,9/9/20,0.28,45.9,64.6,83.3
Location 78,-110.690,33.829,4321,9/10/20,0,45.2,60.7,76.3
Location 78,-110.690,33.829,4321,9/11/20,0,44.2,61.2,78.3
Location 78,-110.690,33.829,4321,9/12/20,0,54.4,66.4,78.4
Location 78,-110.690,33.829,4321,9/13/20,0,57.8,71.9,86.1
Location 78,-110.690,33.829,4321,9/14/20,0,62.1,75.6,89
Location 78,-110.690,33.829,4321,9/15/20,0,63,75.7,88.3
Location 78,-110.690,33.829,4321,9/16/20,0,61.6,76.1,90.6
Location 78,-110.690,33.829,4321,9/17/20,0,65.9,80.3,94.6
Location 78,-110.690,33.829,4321,9/18/20,0,64.9,79.7,94.4
Location 78,-110.690,33.829,4321,9/19/20,0,63.9,77.7,91.5
Location 78,-110.690,33.829,4321,9/20/20,0,63.2,76,88.9
Location 78,-110.690,33.829,4321,9/21/20,0,62.6,77.2,91.8
Location 78,-110.690,33.829,4321,9/22/20,0,64.8,78.6,92.4
Location 78,-110.690,33.829,4321,9/23/20,0,65.6,76.3,86.9
Location 78,-110.690,33.829,4321,9/24/20,0,64.4,77.8,91.2
Location 78,-110.690,33.829,4321,9/25/20,0,65.5,79.7,94
Location 78,-110.690,33.829,4321,9/26/20,0,64.6,78.6,92.6
Location 78,-110.690,33.829,4321,9/27/20,0,63.1,77,90.9
Location 78,-110.690,33.829,4321,9/28/20,0,61.8,76.1,90.4
Location 78,-110.690,33.829,4321,9/29/20,0,59.8,74.2,88.6
Location 78,-110.690,33.829,4321,9/30/20,0,58.7,73.2,87.7
Location 78,-110.690,33.829,4321,10/1/20,0,59.9,75.9,92
Location 78,-110.690,33.829,4321,10/2/20,0,60.1,76.7,93.3
Location 78,-110.690,33.829,4321,10/3/20,0,60.1,76.4,92.8
Location 78,-110.690,33.829,4321,10/4/20,0,61.3,77.2,93
Location 78,-110.690,33.829,4321,10/5/20,0,60,75.5,90.9
Location 78,-110.690,33.829,4321,10/6/20,0,60.4,76,91.5
Location 78,-110.690,33.829,4321,10/7/20,0,60.6,75.8,91.1
Location 78,-110.690,33.829,4321,10/8/20,0,60.4,75.7,91
Location 78,-110.690,33.829,4321,10/9/20,0,57.4,72.8,88.3
Location 78,-110.690,33.829,4321,10/10/20,0,55.4,71,86.6
Location 78,-110.690,33.829,4321,10/11/20,0,53.3,68.5,83.7
Location 78,-110.690,33.829,4321,10/12/20,0,52.6,67.3,82
Location 78,-110.690,33.829,4321,10/13/20,0,54,70.4,86.8
Location 78,-110.690,33.829,4321,10/14/20,0,58.4,74,89.7
